3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
1 {maxRange=40.05068607150943, maxFlightTime=12.329310256400941, cruiseSpeed=17.916607684780182, maxSpeed=33.24609686389731, loadCapacity=1.543418035897973, maxHeight=462.38222091439945, powerType='Electric', size=1.5737863940694283, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=225.7405282967262, maxFlightTime=156.46655914761743, cruiseSpeed=284.85908182439164, maxSpeed=232.8379912789936, loadCapacity=18.445976030461594, maxHeight=4505.062766700401, powerType='Fuel', size=14.260826009157222, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=20.858369535693555}
3 {maxRange=150.37876708606007, maxFlightTime=103.59239997951835, cruiseSpeed=170.5676179028259, maxSpeed=105.78131434696388, loadCapacity=18.492649198781088, maxHeight=2142.3492448433217, powerType='Fuel', size=4.804706894925628, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
2 {maxRange=225.8137110806857, maxFlightTime=205.50556896055244, cruiseSpeed=190.9993567784541, maxSpeed=302.7866613220234, loadCapacity=15.513125476939813, maxHeight=1264.8720718484392, powerType='Fuel', size=9.206397919284221, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=15.185507611944828}
3 {maxRange=137.74172317861857, maxFlightTime=155.05741276055002, cruiseSpeed=190.63708094267722, maxSpeed=151.67572128740647, loadCapacity=6.11173988121524, maxHeight=2885.538720093446, powerType='Fuel', size=3.3975794911969524, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
1 {maxRange=48.31049490257785, maxFlightTime=40.591584175275194, cruiseSpeed=6.3477983905239626, maxSpeed=29.745261665283824, loadCapacity=4.165183082583013, maxHeight=232.21707127134536, powerType='Electric', size=0.7476028869479647, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=60.85980305599218, maxFlightTime=159.82652006087932, cruiseSpeed=219.66473063095734, maxSpeed=281.80886457721465, loadCapacity=5.433321196143943, maxHeight=2874.486781155212, powerType='Fuel', size=3.825227998454935, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
2 {maxRange=122.5843184719857, maxFlightTime=65.16799579145186, cruiseSpeed=319.5347980881197, maxSpeed=243.24573661684036, loadCapacity=41.86806679547044, maxHeight=3590.4641296528985, powerType='Fuel', size=18.106932395956235, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=13.099544722780646}
4 {maxRange=67.2491433753737, maxFlightTime=74.162784289586, cruiseSpeed=131.574007044316, maxSpeed=187.96026954639814, loadCapacity=22.586831354326037, maxHeight=6254.406388398096, powerType='Hybrid (Fuel + Electric)', size=3.49021602827768, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6145.193132853848}
1 {maxRange=16.652022980609267, maxFlightTime=52.04483612578071, cruiseSpeed=22.581636026856266, maxSpeed=37.26423096292693, loadCapacity=4.6237245658058415, maxHeight=201.25673735713548, powerType='Electric', size=2.144590907583684, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=22.50170919524747, maxFlightTime=46.62238331979833, cruiseSpeed=13.304161838648385, maxSpeed=39.250758856173974, loadCapacity=1.3754952752201652, maxHeight=486.44686530740427, powerType='Electric', size=2.256275680081782, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=147.3484846700514, maxFlightTime=94.26116140812616, cruiseSpeed=163.69485262463468, maxSpeed=50.68597265946876, loadCapacity=15.963029046337974, maxHeight=2416.7063126741364, powerType='Fuel', size=4.817673628382042, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
2 {maxRange=116.14119696040481, maxFlightTime=104.88195896073967, cruiseSpeed=139.05557518598013, maxSpeed=325.4373089150599, loadCapacity=51.182769282359274, maxHeight=2411.05794880771, powerType='Fuel', size=8.930664282056625, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=34.21086609886128}
4 {maxRange=134.39407221666147, maxFlightTime=84.42204007950531, cruiseSpeed=111.94470033834494, maxSpeed=273.4655380030586, loadCapacity=44.22384617355833, maxHeight=4189.45007661259, powerType='Hybrid (Fuel + Electric)', size=3.956834060711928, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3718.8303795591155}
3 {maxRange=64.5683885620822, maxFlightTime=83.31334784187808, cruiseSpeed=124.56255629619739, maxSpeed=343.4880450513847, loadCapacity=22.744394305937558, maxHeight=4007.0896807905533, powerType='Fuel', size=5.868973372392501, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=4}
2 {maxRange=92.88489302080714, maxFlightTime=73.19345980237212, cruiseSpeed=213.41640124168742, maxSpeed=238.88891106093197, loadCapacity=11.535085248102114, maxHeight=5503.606521808497, powerType='Fuel', size=14.48881389405364, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=11.31467386581788}
4 {maxRange=100.98809340424225, maxFlightTime=45.32775280268903, cruiseSpeed=56.31670990214545, maxSpeed=149.80609653781045, loadCapacity=23.19384359319467, maxHeight=3748.175066176972, powerType='Hybrid (Fuel + Electric)', size=2.203408217529635, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2601.638724699536}
3 {maxRange=169.81811968668, maxFlightTime=43.777578995813414, cruiseSpeed=113.36433898555632, maxSpeed=331.57246851654315, loadCapacity=29.552789940624205, maxHeight=2900.40888713586, powerType='Fuel', size=4.683323967951192, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=5}
1 {maxRange=58.455597237122575, maxFlightTime=43.69269945258606, cruiseSpeed=8.42109154270413, maxSpeed=24.368664347890142, loadCapacity=1.8115205864396429, maxHeight=586.787269873302, powerType='Electric', size=1.7458377794285926, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=118.08489871613176, maxFlightTime=46.376477094023556, cruiseSpeed=59.54030003356592, maxSpeed=323.4886455773047, loadCapacity=25.180762457342937, maxHeight=1365.6973733811287, powerType='Fuel', size=5.5079930367667815, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
1 {maxRange=18.539962109555567, maxFlightTime=17.94572743857526, cruiseSpeed=18.771176868217673, maxSpeed=11.567359363092102, loadCapacity=3.353415458465919, maxHeight=435.0156071473315, powerType='Electric', size=0.9580642073054477, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=47.610490592439994, maxFlightTime=51.92412504839629, cruiseSpeed=9.430051740027704, maxSpeed=31.540787130909123, loadCapacity=3.1681811340707458, maxHeight=315.2834982441166, powerType='Electric', size=1.857025381111033, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=130.28576800479883, maxFlightTime=103.77044353858938, cruiseSpeed=393.2339065768287, maxSpeed=195.25624748387423, loadCapacity=42.12779092280134, maxHeight=2410.3452827866313, powerType='Fuel', size=16.880581186620248, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=30.95209269185826}
3 {maxRange=126.71347573931976, maxFlightTime=149.81904641429657, cruiseSpeed=180.8042164043067, maxSpeed=163.99663968670978, loadCapacity=13.895718096783279, maxHeight=713.0899451368382, powerType='Fuel', size=3.2591516303481907, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
3 {maxRange=104.63122544159032, maxFlightTime=86.35234130408048, cruiseSpeed=239.58366521370888, maxSpeed=117.27956122324312, loadCapacity=9.80690648671008, maxHeight=2809.1820316322123, powerType='Fuel', size=1.7293342951508008, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
2 {maxRange=170.94379812887357, maxFlightTime=144.456689911891, cruiseSpeed=261.1230040975297, maxSpeed=593.5556001879195, loadCapacity=24.03736389601502, maxHeight=5651.62123817248, powerType='Fuel', size=19.262890445027452, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=17.704837528815144}
3 {maxRange=104.650822673184, maxFlightTime=87.47862092794473, cruiseSpeed=194.60822717514367, maxSpeed=121.55142066205288, loadCapacity=8.167871838108724, maxHeight=2470.7368886904164, powerType='Fuel', size=3.8898642232947425, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
4 {maxRange=82.53550777676995, maxFlightTime=71.11615913506243, cruiseSpeed=77.22680943353909, maxSpeed=252.24713380115804, loadCapacity=15.5961552466196, maxHeight=4201.428749036691, powerType='Hybrid (Fuel + Electric)', size=1.5196110971666144, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6231.230741908072}
3 {maxRange=93.24064771023858, maxFlightTime=143.58734655160157, cruiseSpeed=192.43761401133168, maxSpeed=246.51367656922181, loadCapacity=6.7810052887562655, maxHeight=3280.94140674061, powerType='Fuel', size=3.7787761636629553, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
1 {maxRange=23.15491440518841, maxFlightTime=32.524722025700655, cruiseSpeed=12.31078553211158, maxSpeed=17.690339187032187, loadCapacity=1.6365736696802915, maxHeight=532.1437151871851, powerType='Electric', size=0.6680198393880801, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=90.83487522583263, maxFlightTime=187.56371600433255, cruiseSpeed=206.3742730555968, maxSpeed=148.47536983251615, loadCapacity=12.371548973650212, maxHeight=3492.451508014849, powerType='Fuel', size=11.723348849502191, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=11.721643385249553}
4 {maxRange=45.48400861274506, maxFlightTime=107.97001557043527, cruiseSpeed=181.13245968749783, maxSpeed=418.91482573802296, loadCapacity=42.794067329431705, maxHeight=7472.01640429864, powerType='Hybrid (Fuel + Electric)', size=1.7298919584570727, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6757.233756627927}
4 {maxRange=105.02898732478667, maxFlightTime=58.03359721621218, cruiseSpeed=260.3891747920716, maxSpeed=347.17073925271256, loadCapacity=34.89435663113626, maxHeight=1635.5470929716646, powerType='Hybrid (Fuel + Electric)', size=2.750645733808038, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6920.68260118145}
4 {maxRange=43.46907272734427, maxFlightTime=119.93734818479909, cruiseSpeed=94.25847816382009, maxSpeed=408.02718765543773, loadCapacity=35.559372356754544, maxHeight=6353.950124541206, powerType='Hybrid (Fuel + Electric)', size=2.2709929727376736, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5230.037300075882}
2 {maxRange=80.61753932077818, maxFlightTime=65.18270258876532, cruiseSpeed=102.90335247439243, maxSpeed=395.26234896949353, loadCapacity=36.57388987330219, maxHeight=1976.3736073367772, powerType='Fuel', size=9.759243883602796, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=12.53371788597746}
3 {maxRange=119.13453600848509, maxFlightTime=79.61408655520884, cruiseSpeed=214.87245642454394, maxSpeed=94.89836247718101, loadCapacity=25.47537326017732, maxHeight=3908.795597494299, powerType='Fuel', size=4.566737402769256, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
4 {maxRange=90.87250093897549, maxFlightTime=92.82880644805284, cruiseSpeed=256.9726933332939, maxSpeed=103.8308085320827, loadCapacity=30.39225884442848, maxHeight=3207.5308688184373, powerType='Hybrid (Fuel + Electric)', size=2.9454161022350585, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3735.6155243490653}
4 {maxRange=60.80232199605003, maxFlightTime=101.54164735084665, cruiseSpeed=144.83844134382917, maxSpeed=414.3138285433636, loadCapacity=14.293416576654256, maxHeight=5356.117461458969, powerType='Hybrid (Fuel + Electric)', size=1.1396506901897112, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4501.117861667744}
4 {maxRange=56.786278807449186, maxFlightTime=97.73145953929352, cruiseSpeed=131.2047605205044, maxSpeed=126.62332582917185, loadCapacity=45.43586691409498, maxHeight=3577.5433068231146, powerType='Hybrid (Fuel + Electric)', size=1.2489022371897556, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3805.921729738793}
3 {maxRange=52.12756025147127, maxFlightTime=134.76632057119002, cruiseSpeed=75.88714444750605, maxSpeed=307.089693635159, loadCapacity=19.84068965070609, maxHeight=2117.320591131799, powerType='Fuel', size=3.1784015783095008, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
1 {maxRange=10.260494588387289, maxFlightTime=26.216831667716562, cruiseSpeed=22.075844592232855, maxSpeed=15.055456381764714, loadCapacity=1.0879459352343552, maxHeight=210.0109304692613, powerType='Electric', size=2.4417860846403148, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=39.90882565418313, maxFlightTime=147.03168986247476, cruiseSpeed=52.03096823094236, maxSpeed=342.838463682414, loadCapacity=27.115472677217284, maxHeight=2173.662167648942, powerType='Fuel', size=1.026829858277437, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
2 {maxRange=161.92919650000567, maxFlightTime=70.54115487670273, cruiseSpeed=377.44072641470666, maxSpeed=592.5529999643069, loadCapacity=42.73498248026742, maxHeight=5718.8884717476585, powerType='Fuel', size=9.199369073399163, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=17.89252839587254}
4 {maxRange=128.11476486617653, maxFlightTime=105.64853678081533, cruiseSpeed=65.67690409797562, maxSpeed=164.9113771330717, loadCapacity=41.30556905743056, maxHeight=4451.606460668692, powerType='Hybrid (Fuel + Electric)', size=2.7065601233052763, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3164.838157211722}
1 {maxRange=19.10473344377085, maxFlightTime=39.37294917274323, cruiseSpeed=21.371003366449347, maxSpeed=24.313287624366072, loadCapacity=4.5998285208980185, maxHeight=333.7829760407752, powerType='Electric', size=0.9227652645666737, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=199.8216020958233, maxFlightTime=235.4182613246234, cruiseSpeed=330.3409222057225, maxSpeed=415.9728679775252, loadCapacity=29.565071875362765, maxHeight=2122.3398765254155, powerType='Fuel', size=8.880224176797988, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=16.206029324749476}
3 {maxRange=82.6946859978624, maxFlightTime=150.05771730066624, cruiseSpeed=50.91553694123816, maxSpeed=162.538624315549, loadCapacity=15.635402871082203, maxHeight=2320.2884717769193, powerType='Fuel', size=3.9386532043875313, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
3 {maxRange=144.5790699313872, maxFlightTime=44.08145308720752, cruiseSpeed=149.82764951916369, maxSpeed=163.2482715705994, loadCapacity=15.586541945044361, maxHeight=2702.645596494581, powerType='Fuel', size=4.541520144617654, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=45.49122885690354, maxFlightTime=41.275297802760065, cruiseSpeed=279.46054760164986, maxSpeed=129.77409134056907, loadCapacity=18.15982954753914, maxHeight=6920.718133000235, powerType='Hybrid (Fuel + Electric)', size=3.7804715478762327, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2257.1215033120334}
2 {maxRange=100.83549280645991, maxFlightTime=83.11637857641591, cruiseSpeed=130.87035456527073, maxSpeed=177.8178141589631, loadCapacity=37.406409462120735, maxHeight=1693.460740961272, powerType='Fuel', size=7.271901391479236, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=34.28639426088519}
3 {maxRange=177.09356274081603, maxFlightTime=137.14961660083577, cruiseSpeed=76.94160029081596, maxSpeed=132.41312478199546, loadCapacity=21.813720860224425, maxHeight=4443.011637317594, powerType='Fuel', size=1.8026474234865018, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
2 {maxRange=186.3074557182203, maxFlightTime=202.88943928606045, cruiseSpeed=291.6607742059465, maxSpeed=368.2278349937406, loadCapacity=16.119739721335744, maxHeight=3298.375103158919, powerType='Fuel', size=5.6085807810540675, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=22.527921526747814}
4 {maxRange=101.31155892245786, maxFlightTime=109.07845800152994, cruiseSpeed=170.40521768061993, maxSpeed=441.2416575965766, loadCapacity=48.68711418949816, maxHeight=7062.768025322041, powerType='Hybrid (Fuel + Electric)', size=2.8078249902734536, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2377.518857934624}
3 {maxRange=152.3158568735418, maxFlightTime=100.51705156907745, cruiseSpeed=129.21259538062776, maxSpeed=278.2311696691344, loadCapacity=28.759044794165128, maxHeight=2896.310372391458, powerType='Fuel', size=3.5414520207709184, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=4}
